http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD010790.pub3/full|Blood disorders|Laser therapy for retinopathy in sickle cell disease|Kay Thi Myint, Soumendra Sahoo, Aung Win Thein, Soe Moe, Han Ni|2022-12-12
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD007751.pub2/full|Kidney disease|Angiotensin‐converting enzyme inhibitors and angiotensin receptor blockers for adults with early (stage 1 to 3) non‐diabetic chronic kidney disease|Pawana Sharma, Rachel C Blackburn, Claire L Parke, Keith McCullough, Angharad Marks, Corri Black|2011-10-5
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD003236.pub2/full|Kidney disease|Exercise training for adults with chronic kidney disease|Susanne Heiwe, Stefan H Jacobson|2011-10-5
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD004184.pub2/full|Kidney disease|Evening versus morning dosing regimen drug therapy for hypertension|Ping Zhao, Ping Xu, Chaomin Wan, Zhengrong Wang|2011-10-5
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD006907.pub2/full|Kidney disease|Tight control of mild‐moderate pre‐existing or non‐proteinuric gestational hypertension|Ashraf F Nabhan, Maged M Elsedawy|2011-7-6
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD007374.pub2/full|Kidney disease|Education programmes for people with diabetic kidney disease|Ting Li, Hong Mei Wu, Feng Wang, Chang Quan Huang, Ming Yang, Bi Rong Dong, Guan J Liu|2011-6-15
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD007349.pub2/full|Kidney disease|Surgical management for upper urinary tract transitional cell carcinoma|Bhavan Prasad Rai, Mike Shelley, Bernadette Coles, Chandra S Biyani, Ismail El‐Mokadem, Ghulam Nabi|2011-4-13
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD003962.pub2/full|Kidney disease|Non‐immunosuppressive treatment for IgA nephropathy|Sharon Reid, Peggy M Cawthon, Jonathan C Craig, Joshua A Samuels, Donald A Molony, Giovanni FM Strippoli|2011-3-16
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD007747.pub2/full|Kidney disease|Interventions for treating sexual dysfunction in patients with chronic kidney disease|Mariacristina Vecchio, Sankar D Navaneethan, David W Johnson, Giuseppe Lucisano, Giusi Graziano, Valeria Saglimbene, Marinella Ruospo, Marialuisa Querques, Emmanuele A Jannini, Giovanni FM Strippoli|2010-12-8
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD006758.pub2/full|Kidney disease|Human albumin for intradialytic hypotension in haemodialysis patients|Patricia M Fortin, Ken Bassett, Vijaya M Musini|2010-11-10
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD007855.pub2/full|Kidney disease|Different antibiotic regimens for treating asymptomatic bacteriuria in pregnancy|Valerie T Guinto, Blanca De Guia, Mario R Festin, Therese Dowswell|2010-9-8
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD005631.pub2/full|Kidney disease|Heparin and related substances for preventing diabetic kidney disease|Jun Li, Hong Mei Wu, Ling Zhang, Bin Zhu, Bi Rong Dong|2010-9-8
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD008169.pub2/full|Kidney disease|Spironolactone for hypertension|Josh Batterink, Sarah N Stabler, Aaron M Tejani, Curt T Fowkes|2010-8-4
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD007022.pub2/full|Kidney disease|Teicoplanin versus vancomycin for proven or suspected infection|Alexandre B Cavalcanti, Anderson R Goncalves, Claudia S Almeida, Diogo DG Bugano, Eliezer Silva|2010-6-16
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD006872.pub2/full|Kidney disease|Prostaglandin E1 for preventing the progression of diabetic kidney disease|Han Wang, Jue Lin Deng, Jirong Yue, Jun Li, Yan Bin Hou|2010-5-12
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD005182.pub4/full|Kidney disease|Interventions used to improve control of blood pressure in patients with hypertension|Liam G Glynn, Andrew W Murphy, Susan M Smith, Knut Schroeder, Tom Fahey|2010-3-17
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD007185.pub2/full|Kidney disease|Blood pressure lowering efficacy of beta‐blockers as second‐line therapy for primary hypertension|Jenny MH Chen, Balraj S Heran, Marco I Perez, James M Wright|2010-1-20
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD007893.pub2/full|Kidney disease|Effect of cyclosporine on blood pressure|Nadège Robert, Gavin WK Wong, James M Wright|2010-1-20
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD006894.pub2/full|Kidney disease|Interventions for preventing infectious complications in haemodialysis patients with central venous catheters|Margaret McCann, Zena EH Moore|2010-1-20
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD003897.pub3/full|Kidney disease|Interleukin 2 receptor antagonists for kidney transplant recipients|Angela C Webster, Lorenn P Ruster, Richard G McGee, Sandra L Matheson, Gail Y Higgins, Narelle S Willis, Jeremy R Chapman, Jonathan C Craig|2010-1-20
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD007187.pub2/full|Kidney disease|Blood pressure lowering efficacy of diuretics as second‐line therapy for primary hypertension|Jenny MH Chen, Balraj S Heran, James M Wright|2009-10-7
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD003893.pub3/full|Kidney disease|Methyldopa for primary hypertension|Greg T Mah, Aaron M Tejani, Vijaya M Musini|2009-10-7
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD006743.pub2/full|Kidney disease|Effect of early treatment with anti‐hypertensive drugs on short and long‐term mortality in patients with an acute cardiovascular event|Marco I Perez, Vijaya M Musini, James M Wright|2009-10-7
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD006028.pub2/full|Kidney disease|Atrial natriuretic peptide for preventing and treating acute kidney injury|Sagar U Nigwekar, Sankar D Navaneethan, Chirag R Parikh, John K Hix|2009-10-7
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD008175/full|Kidney disease|Vitamin D compounds for people with chronic kidney disease not requiring dialysis|Suetonia C Palmer, David O McGregor, Jonathan C Craig, Grahame Elder, Petra Macaskill, Giovanni FM Strippoli|2009-10-7
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD005633.pub2/full|Kidney disease|Vitamin D compounds for people with chronic kidney disease requiring dialysis|Suetonia C Palmer, David O McGregor, Jonathan C Craig, Grahame Elder, Petra Macaskill, Giovanni FM Strippoli|2009-10-7
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD003598.pub2/full|Kidney disease|Antihypertensive treatment for kidney transplant recipients|Nicholas B Cross, Angela C Webster, Philip Masson, Philip J O'Connell, Jonathan C Craig|2009-7-8
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD003595.pub2/full|Kidney disease|Interventions for haemolytic uraemic syndrome and thrombotic thrombocytopenic purpura|Mini Michael, Elizabeth J Elliott, Greta F Ridley, Elisabeth M Hodson, Jonathan C Craig|2009-1-21
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD004754.pub2/full|Kidney disease|Pharmacological interventions for preventing complications in idiopathic hypercalciuria|Joaquin Escribano, Albert Balaguer, Filomena Pagone, Albert Feliu, Marta Roqué i Figuls|2009-1-21
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD003822.pub2/full|Kidney disease|Blood pressure lowering efficacy of angiotensin receptor blockers for primary hypertension|Balraj S Heran, Michelle MY Wong, Inderjit K Heran, James M Wright|2008-10-8
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD003823.pub2/full|Kidney disease|Blood pressure lowering efficacy of angiotensin converting enzyme (ACE) inhibitors for primary hypertension|Balraj S Heran, Michelle MY Wong, Inderjit K Heran, James M Wright|2008-10-8
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD005131.pub2/full|Kidney disease|Oestrogens for preventing recurrent urinary tract infection in postmenopausal women|Carla Perrotta, Mireya Aznar, Raul Mejia, Xavier Albert, Cheen Werne Ng|2008-4-23
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD006017.pub2/full|Kidney disease|Targeted therapy for advanced renal cell carcinoma|Chris Coppin, Lyly Le, Timothy J Wilt, Christian Kollmannsberger|2008-4-23
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD004935.pub2/full|Kidney disease|Relaxation therapies for the management of primary hypertension in adults|Heather O Dickinson, Fiona R Beyer, Gary A Ford, Donald Nicolson, Fiona Campbell, Julia V Cook, James Mason|2008-1-23
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD005283.pub2/full|Kidney disease|Biocompatible hemodialysis membranes for acute renal failure|Alvaro Alonso, Joseph Lau, Bertrand L Jaber|2008-1-23
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD003653.pub3/full|Kidney disease|Pharmacological interventions for hypertensive emergencies|Marco I Perez, Vijaya M Musini, James M Wright|2008-1-23
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD005562.pub3/full|Mental health|Cognitive stimulation to improve cognitive functioning in people with dementia|Bob Woods, Harleen Kaur Rai, Emma Elliott, Elisa Aguirre, Martin Orrell, Aimee Spector|2023-1-31
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD011881.pub2/full|Mental health|Non‐pharmacological interventions for sleep disturbances in people with dementia|Denise Wilfling, Stella Calo, Martin N Dichter, Gabriele Meyer, Ralph Möhler, Sascha Köpke|2023-1-3
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD011335.pub3/full|Mental health|Interventions for preventing and ameliorating cognitive deficits in adults treated with cranial irradiation|Matthew A Kirkman, Julia Day, Karin Gehring, Karolis Zienius, David Grosshans, Martin Taphoorn, Jing Li, Paul D Brown|2022-11-25
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD013337.pub2/full|Mental health|Pharmacological interventions for prevention of weight gain in people with schizophrenia|Sri Mahavir Agarwal, Nicolette Stogios, Zohra A Ahsan, Jonathan T Lockwood, Markus J Duncan, Hiroyoshi Takeuchi, Tony Cohn, Valerie H Taylor, Gary Remington, Guy E J Faulkner, Margaret Hahn|2022-10-3
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD008936.pub2/full|Mental health|Pharmacological interventions for the treatment of disordered and problem gambling|Nicki Dowling, Stephanie Merkouris, Dan Lubman, Shane Thomas, Henrietta Bowden-Jones, Sean Cowlishaw|2022-9-22
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD012476.pub2/full|Mental health|Interventions for preventing and reducing the use of physical restraints of older people in general hospital settings|Jens Abraham, Julian Hirt, Christin Richter, Sascha Köpke, Gabriele Meyer, Ralph Möhler|2022-8-25
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD012269.pub2/full|Mental health|Antithrombotic therapy to prevent cognitive decline in people with small vessel disease on neuroimaging but without dementia|Joseph Kwan, Melanie Hafdi, Lorraine L W Chiang, Phyo K Myint, Li Siang Wong, Terry J Quinn|2022-7-13
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD009608.pub2/full|Mental health|Cognitive behavioural therapy (group) for schizophrenia|Giuseppe Guaiana, Massimiliano Abbatecola, Ghazaleh Aali, Federica Tarantino, Ikenna D Ebuenyi, Valeria Lucarini, Wei Li, Caidi Zhang, Antonio Pinto|2022-7-12
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD013100.pub2/full|Mental health|Antipsychotics for schizophrenia spectrum disorders with catatonic symptoms|Michael W Huang, Roger Carl Gibson, Mahesh B Jayaram, Stanley N Caroff|2022-7-12
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD012558.pub2/full|Mental health|Clinical judgement by primary care physicians for the diagnosis of all‐cause dementia or cognitive impairment in symptomatic people|Samuel T Creavin, Anna H Noel-Storr, Ryan J Langdon, Edo Richard, Alexandra L Creavin, Sarah Cullum, Sarah Purdy, Yoav Ben-Shlomo|2022-6-16
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD013657.pub2/full|Mental health|Community‐based interventions for improving mental health in refugee children and adolescents in high‐income countries|Fatima Soltan, Doriana Cristofalo, David Marshall, Marianna Purgato, Henock Taddese, Laura Vanderbloemen, Corrado Barbui, Eleonora Uphoff|2022-5-9
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD009125.pub3/full|Mental health|Psychological treatments for depression and anxiety in dementia and mild cognitive impairment|Vasiliki Orgeta, Phuong Leung, Rafael del-Pino-Casado, Afifa Qazi, Martin Orrell, Aimee E Spector, Abigail M Methley|2022-4-25
http://onlinelibrary.wiley.com/doi/10.1002/14651858.MR000050.pub2/full|Mental health|Control interventions in randomised trials among people with mental health disorders|Erlend Faltinsen, Adnan Todorovac, Laura Staxen Bruun, Asbjørn Hróbjartsson, Christian Gluud, Mickey T Kongerslev, Erik Simonsen, Ole Jakob Storebø|2022-4-4
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD013339.pub2/full|Mental health|Algorithm‐based pain management for people with dementia in nursing homes|Christina Manietta, Valérie Labonté, Rüdiger Thiesemann, Erika G Sirsch, Ralph Möhler|2022-4-1
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD002795.pub3/full|Mental health|Pharmacotherapy for post traumatic stress disorder (PTSD)|Taryn Williams, Nicole J Phillips, Dan J Stein, Jonathan C Ipser|2022-3-2
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD013443.pub2/full|Mental health|Early pharmacological interventions for universal prevention of post‐traumatic stress disorder (PTSD)|Federico Bertolini, Lindsay Robertson, Jonathan I Bisson, Nicholas Meader, Rachel Churchill, Giovanni Ostuzzi, Dan J Stein, Taryn Williams, Corrado Barbui|2022-2-10
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD013304.pub2/full|Mental health|Antipsychotics for agitation and psychosis in people with Alzheimer's disease and vascular dementia|Viktoria Mühlbauer, Ralph Möhler, Martin N Dichter, Sytse U Zuidema, Sascha Köpke, Hendrika J Luijendijk|2021-12-17
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD004044.pub5/full|Mental health|Pharmacological treatment for psychotic depression|Jacolien Kruizinga, Edith Liemburg, Huibert Burger, Andrea Cipriani, John Geddes, Lindsay Robertson, Beatrix Vogelaar, Willem A Nolen|2021-12-7
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD013242.pub2/full|Mental health|Pre‐deployment programmes for building resilience in military and frontline emergency service personnel|Colm B Doody, Lindsay Robertson, Katie M Cox, John Bogue, Jonathan Egan, Kiran M Sarma|2021-12-6
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD013307.pub3/full|Mental health|Non‐pharmacological interventions for preventing delirium in hospitalised non‐ICU patients|Jennifer K Burton, Louise Craig, Shun Qi Yong, Najma Siddiqi, Elizabeth A Teale, Rebecca Woodhouse, Amanda J Barugh, Alison M Shepherd, Alan Brunton, Suzanne C Freeman, Alex J Sutton, Terry J Quinn|2021-11-26
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD004692.pub5/full|Mental health|Omega‐3 fatty acids for depression in adults|Katherine M Appleton, Philip D Voyias, Hannah M Sallis, Sarah Dawson, Andrew R Ness, Rachel Churchill, Rachel Perry|2021-11-24
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD013572.pub2/full|Mental health|Multi‐domain interventions for the prevention of dementia and cognitive decline|Melanie Hafdi, Marieke P. Hoevenaar-Blom, Edo Richard|2021-11-8
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD013536.pub2/full|Mental health|Parenting interventions for people with schizophrenia or related serious mental illness|Jessica Radley, Claire Grant, Jane Barlow, Louise Johns|2021-10-19
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD013367.pub2/full|Mental health|Humour‐based interventions for people with schizophrenia|Yasushi Tsujimoto, Yuri Nakamura, Masahiro Banno, Kunihiro Kohmura, Hiraku Tsujimoto, Yuki Kataoka|2021-10-13
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD011611.pub3/full|Mental health|Ketamine and other glutamate receptor modulators for depression in adults with bipolar disorder|Rebecca L Dean, Tahnee Marquardt, Claudia Hurducas, Styliani Spyridi, Annabelle Barnes, Rebecca Smith, Philip J Cowen, Rupert McShane, Keith Hawton, Gin S Malhi, John Geddes, Andrea Cipriani|2021-10-8
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD011513.pub3/full|Mental health|Palliative care interventions in advanced dementia|Sharon C Walsh, Edel Murphy, Declan Devane, Elizabeth L Sampson, Sheelah Connolly, Patricia Carney, Eamon O'Shea|2021-9-28
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD007662.pub3/full|Mental health|Pharmacotherapy for trichotillomania|Jacob Hoffman, Taryn Williams, Rachel Rothbart, Jonathan C Ipser, Naomi Fineberg, Samuel R Chamberlain, Dan J Stein|2021-9-28
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD012820.pub2/full|Mental health|Cannabinoids for the treatment of dementia|Dina Bosnjak Kuharic, Domagoj Markovic, Tonci Brkovic, Milka Jeric Kegalj, Zana Rubic, Ana Vuica Vukasovic, Ana Jeroncic, Livia Puljak|2021-9-17
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD013575.pub2/full|Mental health|Lamotrigine in the maintenance treatment of bipolar disorder|Yasuhiko Hashimoto, Kazumasa Kotake, Norio Watanabe, Takashi Fujiwara, Shinji Sakamoto|2021-9-15
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD011612.pub3/full|Mental health|Ketamine and other glutamate receptor modulators for depression in adults with unipolar major depressive disorder|Rebecca L Dean, Claudia Hurducas, Keith Hawton, Styliani Spyridi, Philip J Cowen, Sarah Hollingsworth, Tahnee Marquardt, Annabelle Barnes, Rebecca Smith, Rupert McShane, Erick H Turner, Andrea Cipriani|2021-9-12
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD013173.pub2/full|Mental health|Behavioural and cognitive behavioural therapy for obsessive compulsive disorder (OCD) in individuals with autism spectrum disorder (ASD)|Sarah J Elliott, David Marshall, Karen Morley, Eleonora Uphoff, Mrityunjai Kumar, Nicholas Meader|2021-9-3
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD013503.pub2/full|Mental health|Enteral tube feeding for people with severe dementia|Nathan Davies, Yolanda Barrado-Martín, Victoria Vickerstaff, Greta Rait, Akiko Fukui, Bridget Candy, Christina H Smith, Jill Manthorpe, Kirsten J Moore, Elizabeth L Sampson|2021-8-13
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD009149.pub3/full|Mental health|Primary‐level worker interventions for the care of people living with mental disorders and distress in low‐ and middle‐income countries|Nadja van Ginneken, Weng Yee Chin, Yen Chian Lim, Amin Ussif, Rakesh Singh, Ujala Shahmalak, Marianna Purgato, Antonio Rojas-García, Eleonora Uphoff, Sarah McMullen, Hakan Safaralilo Foss, Ambika Thapa Pachya, Laleh Rashidian, Anna Borghesani, Nicholas Henschke, Lee-Yee Chong, Simon Lewin|2021-8-5
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD010783.pub3/full|Mental health|Mini‐Mental State Examination (MMSE) for the early detection of dementia in people with mild cognitive impairment (MCI)|Ingrid Arevalo-Rodriguez, Nadja Smailagic, Marta Roqué-Figuls, Agustín Ciapponi, Erick Sanchez-Perez, Antri Giannakou, Olga L Pedraza, Xavier Bonfill Cosp, Sarah Cullum|2021-7-27
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD010772.pub3/full|Mental health|Informant Questionnaire on Cognitive Decline in the Elderly (IQCODE) for the detection of dementia within a secondary care setting|Jennifer K Burton, Patricia Fearon, Anna H Noel-Storr, Rupert McShane, David J Stott, Terry J Quinn|2021-7-19
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD010079.pub3/full|Mental health|Informant Questionnaire on Cognitive Decline in the Elderly (IQCODE) for the detection of dementia within community dwelling populations|Terry J Quinn, Patricia Fearon, Anna H Noel-Storr, Camilla Young, Rupert McShane, David J Stott|2021-7-19
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD010771.pub3/full|Mental health|Informant Questionnaire on Cognitive Decline in the Elderly (IQCODE) for the detection of dementia within a general practice (primary care) setting|Jennifer K Burton, Patricia Fearon, Anna H Noel-Storr, Rupert McShane, David J Stott, Terry J Quinn|2021-7-19
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD011333.pub3/full|Mental health|Informant Questionnaire on Cognitive Decline in the Elderly (IQCODE) for the early detection of dementia across a variety of healthcare settings|Jennifer K Burton, David J Stott, Rupert McShane, Anna H Noel-Storr, Rhiannon S Swann-Price, Terry J Quinn|2021-7-18
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD010860.pub3/full|Mental health|Mini‐Cog for the detection of dementia within a community setting|Bruce A Fage, Calvin CH Chan, Sudeep S Gill, Anna H Noel-Storr, Nathan Herrmann, Nadja Smailagic, Vasilis Nikolaou, Dallas P Seitz|2021-7-14
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD011414.pub3/full|Mental health|Mini‐Cog for the detection of dementia within a secondary care setting|Calvin CH Chan, Bruce A Fage, Jennifer K Burton, Nadja Smailagic, Sudeep S Gill, Nathan Herrmann, Vasilis Nikolaou, Terry J Quinn, Anna H Noel-Storr, Dallas P Seitz|2021-7-14
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD011415.pub3/full|Mental health|Mini‐Cog for the detection of dementia within a primary care setting|Dallas P Seitz, Calvin CH Chan, Hailey T Newton, Sudeep S Gill, Nathan Herrmann, Nadja Smailagic, Vasilis Nikolaou, Bruce A Fage|2021-7-14
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD010775.pub3/full|Mental health|Montreal Cognitive Assessment for the detection of dementia|Daniel HJ Davis, Samuel T Creavin, Jennifer LY Yip, Anna H Noel-Storr, Carol Brayne, Sarah Cullum|2021-7-13
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD013528.pub2/full|Mental health|Magnetic seizure therapy for treatment‐resistant depression|Jiangling Jiang, Caidi Zhang, Chunbo Li, Zhimin Chen, Xinyi Cao, Hongyan Wang, Wei Li, Jijun Wang|2021-6-16
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD012423.pub2/full|Mental health|Training healthcare providers to respond to intimate partner violence against women|Naira Kalra, Leesa Hooker, Sonia Reisenhofer, Gian Luca Di Tanna, Claudia García-Moreno|2021-5-31
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD004034.pub4/full|Mental health|Pharmacological treatment of hypertension in people without prior cerebrovascular disease for the prevention of cognitive impairment and dementia|Emma L Cunningham, Stephen A Todd, Peter Passmore, Roger Bullock, Bernadette McGuinness|2021-5-24
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD013674.pub2/full|Mental health|New generation antidepressants for depression in children and adolescents: a network meta‐analysis|Sarah E Hetrick, Joanne E McKenzie, Alan P Bailey, Vartika Sharma, Carl I Moller, Paul B Badcock, Georgina R Cox, Sally N Merry, Nicholas Meader|2021-5-24
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD011710.pub3/full|Mental health|Internet‐based cognitive and behavioural therapies for post‐traumatic stress disorder (PTSD) in adults|Natalie Simon, Lindsay Robertson, Catrin Lewis, Neil P Roberts, Andrew Bethell, Sarah Dawson, Jonathan I Bisson|2021-5-20
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD011922.pub4/full|Mental health|Treatment of epilepsy for people with Alzheimer's disease|Jia Liu, Lu-Ning Wang|2021-5-11
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD013491.pub2/full|Mental health|Prognostic models for predicting relapse or recurrence of major depressive disorder in adults|Andrew S Moriarty, Nicholas Meader, Kym IE Snell, Richard D Riley, Lewis W Paton, Carolyn A Chew-Graham, Simon Gilbody, Rachel Churchill, Robert S Phillips, Shehzad Ali, Dean McMillan|2021-5-5
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD013668.pub2/full|Mental health|Psychosocial interventions for self‐harm in adults|Katrina G Witt, Sarah E Hetrick, Gowri Rajaram, Philip Hazell, Tatiana L Taylor Salisbury, Ellen Townsend, Keith Hawton|2021-4-22
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD013495.pub2/full|Mental health|Approaches for discontinuation versus continuation of long‐term antidepressant use for depressive and anxiety disorders in adults|Ellen Van Leeuwen, Mieke L van Driel, Mark A Horowitz, Tony Kendrick, Maria Donald, An IM De Sutter, Lindsay Robertson, Thierry Christiaens|2021-4-22
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD010682.pub3/full|Mental health|Antidepressants for people with epilepsy and depression|Melissa J Maguire, Anthony G Marson, Sarah J Nevitt|2021-4-16
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD013522.pub2/full|Mental health|Smoking cessation for improving mental health|Gemma MJ Taylor, Nicola Lindson, Amanda Farley, Andrea Leinberger-Jabari, Katherine Sawyer, Rebecca te Water Naudé, Annika Theodoulou, Naomi King, Chloe Burke, Paul Aveyard|2021-3-9
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD013667.pub2/full|Mental health|Interventions for self‐harm in children and adolescents|Katrina G Witt, Sarah E Hetrick, Gowri Rajaram, Philip Hazell, Tatiana L Taylor Salisbury, Ellen Townsend, Keith Hawton|2021-3-7
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD011246.pub2/full|Mental health|Prevention of depression in adults with long‐term physical conditions|Hanna Kampling, Harald Baumeister, Jürgen Bengel, Oskar Mittag|2021-3-5
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD008591.pub3/full|Mental health|Second‐generation antidepressants for treatment of seasonal affective disorder|Barbara Nussbaumer-Streit, Kylie Thaler, Andrea Chapman, Thomas Probst, Dietmar Winkler, Andreas Sönnichsen, Bradley N Gaynes, Gerald Gartlehner|2021-3-4
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD013306.pub2/full|Mental health|Cholinesterase inhibitors for vascular dementia and other vascular cognitive impairments: a network meta‐analysis|Ceri E Battle, Azmil H Abdul-Rahim, Susan D Shenkin, Jonathan Hewitt, Terry J Quinn|2021-2-22
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD013281.pub2/full|Mental health|Interventions for preventing type 2 diabetes in adults with mental disorders in low‐ and middle‐income countries|Masuma Pervin Mishu, Eleonora Uphoff, Faiza Aslam, Sharad Philip, Judy Wright, Nilesh Tirbhowan, Ramzi A Ajjan, Zunayed Al Azdi, Brendon Stubbs, Rachel Churchill, Najma Siddiqi|2021-2-16
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD013560.pub2/full|Mental health|Antidepressant treatment for postnatal depression|Jennifer Valeska Elli Brown, Claire A Wilson, Karyn Ayre, Lindsay Robertson, Emily South, Emma Molyneaux, Kylee Trevillion, Louise M Howard, Hind Khalifeh|2021-2-13
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD010945.pub2/full|Mental health|Plasma and cerebrospinal fluid ABeta42 for the differential diagnosis of Alzheimer's disease dementia in participants diagnosed with any dementia subtype in a specialist care setting|Michelle Kokkinou, Lucy C Beishon, Nadja Smailagic, Anna H Noel-Storr, Chris Hyde, Obioha Ukoumunne, Rosemary E Worrall, Anja Hayen, Meera Desai, Abhishekh Hulegar Ashok, Eleanor J Paul, Aikaterini Georgopoulou, Tiziana Casoli, Terry J Quinn, Craig W Ritchie|2021-2-10
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD012844.pub2/full|Mental health|Video games for people with schizophrenia|Matthew T Roberts, Jack Lloyd, Maritta Välimäki, Grace WK Ho, Megan Freemantle, Anna Zsófia Békefi|2021-2-4
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD009081.pub2/full|Mental health|Withdrawal or continuation of cholinesterase inhibitors or memantine or both, in people with dementia|Carole Parsons, Wei Yin Lim, Clement Loy, Bernadette McGuinness, Peter Passmore, Stephanie A Ward, Carmel Hughes|2021-2-3
